model,label,instance,ai_n_files,ai_n_test,ai_n_config_doc,ai_n_source,ai_second_file,ai_second_cat,gold_n_files,gold_n_test,gold_n_config_doc,gold_n_source,gold_second_file,gold_second_cat
gemini-2-5-pro-nov17,Gemini,instance_ansible__ansible-ea04e0048dbb3b63f876aad7020e1de8eee9f362-v1055803c3a812189a1133297f7f5468579283f86,2,0,0,2,lib/ansible/module_utils/common/warnings.py,source,6,0,1,5,lib/ansible/module_utils/basic.py,source
gemini-2-5-pro-nov17,Gemini,instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59,1,0,0,1,,none,1,0,0,1,,none
gemini-2-5-pro-nov17,Gemini,instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,2,0,0,2,lib/ansible/parsing/vault/__init__.py,source,7,0,1,6,lib/ansible/errors/__init__.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-00bec1e7c8f3272c469a58e1377df03f955ed478-v13642507b4fc1f8d234172bf8129942da2c2ca26,1,0,0,1,,none,2,0,0,2,openlibrary/plugins/importapi/import_validator.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,1,0,0,1,,none,1,0,0,1,,none
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,2,0,0,2,openlibrary/catalog/utils/__init__.py,source,3,0,0,3,openlibrary/catalog/add_book/match.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-3f580a5f244c299d936d73d9e327ba873b6401d9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,1,0,0,1,,none,3,0,0,3,openlibrary/core/edits.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-3f7db6bbbcc7c418b3db72d157c6aed1d45b2ccf-v430f20c722405e462d9ef44dee7d34c41e76fe7a,2,0,0,2,scripts/providers/isbndb.py,source,2,0,0,2,scripts/providers/isbndb.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-431442c92887a3aece3f8aa771dd029738a80eb1-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,1,0,0,1,,none,2,0,0,2,openlibrary/solr/query_utils.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-43f9e7e0d56a4f1d487533543c17040a029ac501-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,1,0,0,1,,none,1,0,0,1,,none
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26,1,0,0,1,,none,3,0,2,1,openlibrary/i18n/messages.pot,config_doc
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-60725705782832a2cb22e17c49697948a42a9d03-v298a7a812ceed28c4c18355a091f1b268fe56d86,1,0,0,1,,none,4,0,2,2,openlibrary/plugins/upstream/models.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb,1,0,0,1,,none,1,0,0,1,,none
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-72321288ea790a3ace9e36f1c05b68c93f7eec43-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,1,0,0,1,,none,4,0,0,4,openlibrary/solr/query_utils.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-757fcf46c70530739c150c57b37d6375f155dc97-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,4,0,0,4,openlibrary/catalog/add_book/match.py,source,4,0,0,4,openlibrary/catalog/add_book/match.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-7bf3238533070f2d24bafbb26eedf675d51941f6-v08d8e8889ec945ab821fb156c04c7d2e2810debb,4,0,0,4,openlibrary/solr/data_provider.py,source,9,0,1,8,openlibrary/core/bookshelves.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-7cbfb812ef0e1f9716e2d6e85d538a96fcb79d13-vfa6ff903cb27f336e17654595dd900fa943dcd91,2,0,0,2,openlibrary/core/observations.py,source,5,0,1,4,openlibrary/core/observations.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-89e4b4431fe7506c365a6f6eb6f6d048d04c044c-v08d8e8889ec945ab821fb156c04c7d2e2810debb,1,0,0,1,,none,1,0,0,1,,none
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-91efee627df01e32007abf2d6ebf73f9d9053076-vbee42ad1b72fb23c6a1c874868a720b370983ed2,3,0,1,2,openlibrary/templates/account/books.html,config_doc,2,0,1,1,openlibrary/utils/dateutil.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-92db3454aeaa02f89b4cdbc3103f7e95c9759f92-v2c55207218fb8a0138425cbf7d9675272e240b90,2,0,1,1,openlibrary/core/bookshelves.py,source,11,0,5,6,openlibrary/core/bookshelves.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-9c392b60e2c6fa1d68cb68084b4b4ff04d0cb35c-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,1,0,0,1,,none,3,0,0,3,openlibrary/catalog/marc/marc_binary.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3,2,0,0,2,openlibrary/solr/query_utils.py,source,2,0,0,2,openlibrary/solr/query_utils.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-b4f7c185ae5f1824ac7f3a18e8adf6a4b468459c-v08d8e8889ec945ab821fb156c04c7d2e2810debb,1,0,0,1,,none,2,0,0,2,openlibrary/solr/utils.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-ba3abfb6af6e722185d3715929ab0f3e5a134eed-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,4,0,0,4,openlibrary/catalog/utils/__init__.py,source,3,0,0,3,openlibrary/catalog/utils/__init__.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-bdba0af0f6cbaca8b5fc3be2a3080f38156d9c92-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,4,0,2,2,openlibrary/templates/account/books.html,config_doc,2,0,1,1,openlibrary/utils/dateutil.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-c12943be1db80cf1114bc267ddf4f9933aca9b28-v2c55207218fb8a0138425cbf7d9675272e240b90,1,0,0,1,,none,3,0,0,3,openlibrary/plugins/upstream/models.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-c4eebe6677acc4629cb541a98d5e91311444f5d4-v13642507b4fc1f8d234172bf8129942da2c2ca26,1,0,0,1,,none,2,0,0,2,openlibrary/core/models.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-c506c1b0b678892af5cb22c1c1dbc35d96787a0a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,1,0,0,1,,none,14,0,4,10,conf/solr/conf/managed-schema.xml,config_doc
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-d8162c226a9d576f094dc1830c4c1ffd0be2dd17-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,1,0,0,1,,none,3,0,0,3,openlibrary/catalog/utils/__init__.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-de6ae10512f1b5ef585c8341b451bc49c9fd4996-vfa6ff903cb27f336e17654595dd900fa943dcd91,1,0,0,1,,none,1,0,0,1,,none
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-e010b2a13697de70170033902ba2e27a1e1acbe9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,2,0,0,2,openlibrary/plugins/worksearch/schemes/works.py,source,7,0,4,3,openlibrary/i18n/messages.pot,config_doc
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-e390c1212055dd84a262a798e53487e771d3fb64-v8717e18970bcdc4e0d2cea3b1527752b21e74866,1,0,0,1,,none,1,0,0,1,,none
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,1,0,0,1,,none,2,0,0,2,openlibrary/catalog/marc/marc_subject.py,source
gemini-2-5-pro-nov17,Gemini,instance_internetarchive__openlibrary-fdbc0d8f418333c7e575c40b661b582c301ef7ac-v13642507b4fc1f8d234172bf8129942da2c2ca26,1,0,0,1,,none,4,0,0,4,openlibrary/core/imports.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-0d2afd58f3d0e34af21cee7d8a3fc9d855594e9f-vnan,4,0,0,4,qutebrowser/browser/eventfilter.py,source,4,0,0,4,qutebrowser/browser/eventfilter.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-1af602b258b97aaba69d2585ed499d95e2303ac2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,2,0,1,1,qutebrowser/components/readlinecommands.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,3,0,0,3,qutebrowser/mainwindow/tabwidget.py,source,5,0,1,4,qutebrowser/config/configdata.yml,config_doc
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-50efac08f623644a85441bbe02ab9347d2b71a9d-v9f8e9d96c85c85a605e382f1510bd08563afc566,1,0,0,1,,none,1,0,0,1,,none
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-54bcdc1eefa86cc20790973d6997b60c3bba884c-v2ef375ac784985212b1805e1d0431dc8f1b3c171,16,0,7,9,tmp/build/lib/qutebrowser/__init__.py,source,1,0,0,1,,none
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,3,0,0,3,qutebrowser/javascript/quirks/array_at.user.js,source,4,0,2,2,qutebrowser/config/configdata.yml,config_doc
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566,1,0,0,1,,none,1,0,0,1,,none
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,3,0,1,2,qutebrowser/components/misccommands.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-96b997802e942937e81d2b8a32d08f00d3f4bc4e-v5fc38aaf22415ab0b70567368332beee7955b367,1,0,0,1,,none,2,0,0,2,qutebrowser/utils/utils.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-99029144b5109bb1b2a53964a7c129e009980cd9-va0fd88aac89cde702ec1ba84877234da33adce8a,3,0,0,3,qutebrowser/browser/webengine/webenginesettings.py,source,5,0,3,2,doc/help/settings.asciidoc,config_doc
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,2,0,1,1,qutebrowser/config/configtypes.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,4,0,0,4,qutebrowser/mainwindow/tabbedbrowser.py,source,4,0,0,4,qutebrowser/mainwindow/tabbedbrowser.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094-v2ef375ac784985212b1805e1d0431dc8f1b3c171,3,0,0,3,qutebrowser/completion/models/miscmodels.py,source,4,0,1,3,qutebrowser/browser/qutescheme.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-cc360cd4a34a126274c7b51f3b63afbaf3e05a02-v5fc38aaf22415ab0b70567368332beee7955b367,1,0,0,1,,none,2,0,0,2,qutebrowser/utils/utils.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-de4a1c1a2839b5b49c3d4ce21d39de48d24e2091-v2ef375ac784985212b1805e1d0431dc8f1b3c171,4,0,0,4,qutebrowser/config/configinit.py,source,4,0,0,4,qutebrowser/config/configinit.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-e5340c449f23608803c286da0563b62f58ba25b0-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,3,0,0,3,qutebrowser/browser/webkit/certificateerror.py,source,7,0,0,7,qutebrowser/browser/webengine/certificateerror.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171,3,0,0,3,qutebrowser/components/braveadblock.py,source,3,0,0,3,qutebrowser/components/braveadblock.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-e64622cd2df5b521342cf4a62e0d4cb8f8c9ae5a-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,1,0,0,1,,none,1,0,0,1,,none
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,4,1,0,3,qutebrowser/config/config.py,source,4,0,1,3,qutebrowser/browser/qutescheme.py,source
gemini-2-5-pro-nov17,Gemini,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,4,1,1,2,qutebrowser/browser/commands.py,source,6,0,4,2,doc/help/commands.asciidoc,config_doc
glm-4p5-10222025,GLM,instance_ansible__ansible-0ea40e09d1b35bcb69ff4d9cecf3d0defa4b36e8-v30a923fb5c164d6cd18280c02422f75e611e8fb2,4,2,0,2,reproduce_error.py,source,3,0,1,2,lib/ansible/utils/vars.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-0fd88717c953b92ed8a50495d55e630eb5d59166-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,6,3,0,3,debug_test.py,test,2,0,0,2,lib/ansible/utils/encrypt.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-12734fa21c08a0ce8c84e533abdc560db2eb1955-v7eee2454f617569fd6889f2211f75bc02a35f9f8,6,3,0,3,lib/ansible/plugins/filter/core.py,source,3,0,1,2,lib/ansible/parsing/yaml/dumper.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a,8,5,0,3,integration_test.py,test,3,0,0,3,lib/ansible/template/__init__.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-185d41031660a676c43fbb781cd1335902024bfe-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,6,4,0,2,lib/ansible/plugins/callback/default.py,source,3,0,1,2,lib/ansible/plugins/callback/__init__.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,4,3,0,1,test_psrp_behavior.py,test,2,0,1,1,lib/ansible/plugins/connection/psrp.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-1ee70fc272aff6bf3415357c6e13c5de5b928d9b-v1055803c3a812189a1133297f7f5468579283f86,5,2,1,2,lib/ansible/utils/vars.py,source,1,0,0,1,,none
glm-4p5-10222025,GLM,instance_ansible__ansible-379058e10f3dbc0fdcaf80394bd09b18927e7d33-v1055803c3a812189a1133297f7f5468579283f86,12,1,0,11,lib/ansible/module_utils/basic.py,source,11,0,1,10,lib/ansible/module_utils/basic.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-395e5e20fab9cad517243372fa3c3c5d9e09ab2a-v7eee2454f617569fd6889f2211f75bc02a35f9f8,3,0,0,3,lib/ansible/plugins/strategy/__init__.py,source,4,0,1,3,lib/ansible/executor/play_iterator.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,6,5,0,1,lib/ansible/plugins/filter/mathstuff.py,source,3,0,2,1,docs/docsite/rst/user_guide/playbooks_filters.rst,config_doc
glm-4p5-10222025,GLM,instance_ansible__ansible-415e08c2970757472314e515cb63a51ad825c45e-v7eee2454f617569fd6889f2211f75bc02a35f9f8,3,1,0,2,lib/ansible/module_utils/common/locale.py,source,3,0,1,2,lib/ansible/module_utils/basic.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86,9,3,0,6,final_test.py,test,6,0,1,5,lib/ansible/executor/process/worker.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,3,1,0,2,reproduce_issue.py,source,3,0,1,2,lib/ansible/module_utils/network/meraki/meraki.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-502270c804c33d3bc963930dc85e0f4ca359674d-v7eee2454f617569fd6889f2211f75bc02a35f9f8,3,1,0,2,reproduce_error.py,source,1,0,0,1,,none
glm-4p5-10222025,GLM,instance_ansible__ansible-5260527c4a71bfed99d803e687dd19619423b134-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,7,4,0,3,lib/ansible/module_utils/common/file.py,source,4,0,2,2,docs/docsite/rst/porting_guides/porting_guide_2.11.rst,config_doc
glm-4p5-10222025,GLM,instance_ansible__ansible-5c225dc0f5bfa677addeac100a8018df3f3a9db1-v173091e2e36d38c978002990795f66cfc0af30ad,5,4,0,1,test_edge_cases.py,test,3,0,1,2,lib/ansible/executor/play_iterator.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-5d253a13807e884b7ce0b6b57a963a45e2f0322c-v1055803c3a812189a1133297f7f5468579283f86,4,2,0,2,reproduce_issue.py,source,1,0,0,1,,none
glm-4p5-10222025,GLM,instance_ansible__ansible-5f4e332e3762999d94af27746db29ff1729252c1-v0f01c69f1e2528b935359cfe578530722bca2c59,5,3,0,2,reproduce_issue.py,source,2,0,1,1,lib/ansible/config/manager.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-748f534312f2073a25a87871f5bd05882891b8c4-v0f01c69f1e2528b935359cfe578530722bca2c59,6,5,0,1,edge_case_test.py,test,2,0,1,1,lib/ansible/module_utils/facts/system/pkg_mgr.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-9759e0ca494de1fd5fc2df2c5d11c57adbe6007c-v1055803c3a812189a1133297f7f5468579283f86,12,8,0,4,lib/ansible/galaxy/collection/__init__.py,source,6,0,2,4,docs/docsite/rst/shared_snippets/installing_collections.txt,config_doc
glm-4p5-10222025,GLM,instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86,1,0,0,1,,none,2,0,1,1,lib/ansible/galaxy/collection.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-a26c325bd8f6e2822d9d7e62f77a424c1db4fbf6-v0f01c69f1e2528b935359cfe578530722bca2c59,7,2,0,5,lib/ansible/modules/get_url.py,source,5,0,1,4,lib/ansible/module_utils/urls.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-a6e671db25381ed111bbad0ab3e7d97366395d05-v0f01c69f1e2528b935359cfe578530722bca2c59,1,0,0,1,,none,2,0,1,1,lib/ansible/module_utils/facts/hardware/aix.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-b2a289dcbb702003377221e25f62c8a3608f0e89-v173091e2e36d38c978002990795f66cfc0af30ad,5,0,0,5,lib/ansible/compat/importlib_resources.py,source,9,0,4,5,changelogs/fragments/remove-python3.10-controller-support.yml,config_doc
glm-4p5-10222025,GLM,instance_ansible__ansible-be2c376ab87e3e872ca21697508f12c6909cf85a-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,6,5,0,1,test_cli_functionality.py,test,2,0,1,1,lib/ansible/cli/doc.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-d6d2251929c84c3aa883bad7db0f19cc9ff0339e-v30a923fb5c164d6cd18280c02422f75e611e8fb2,7,2,0,5,lib/ansible/plugins/strategy/__init__.py,source,4,0,1,3,lib/ansible/executor/play_iterator.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-d9f1866249756efc264b00ff7497e92c11a9885f-v0f01c69f1e2528b935359cfe578530722bca2c59,6,4,1,1,lib/ansible/module_utils/common/validation.py,source,3,0,1,2,lib/ansible/module_utils/basic.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,6,4,0,2,lib/ansible/modules/pip.py,source,3,0,2,1,docs/docsite/rst/porting_guides/porting_guide_core_2.12.rst,config_doc
glm-4p5-10222025,GLM,instance_ansible__ansible-deb54e4c5b32a346f1f0b0a14f1c713d2cc2e961-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,6,3,0,3,lib/ansible/galaxy/collection/__init__.py,source,5,0,2,3,lib/ansible/galaxy/collection/__init__.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-e0c91af45fa9af575d10fd3e724ebc59d2b2d6ac-v30a923fb5c164d6cd18280c02422f75e611e8fb2,1,0,0,1,,none,4,0,1,3,lib/ansible/config/manager.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-ea04e0048dbb3b63f876aad7020e1de8eee9f362-v1055803c3a812189a1133297f7f5468579283f86,9,7,0,2,lib/ansible/module_utils/common/warnings.py,source,6,0,1,5,lib/ansible/module_utils/basic.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59,4,2,0,2,final_integration_test.py,test,1,0,0,1,,none
glm-4p5-10222025,GLM,instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,6,3,0,3,dataclasses_integration_test.py,test,2,0,0,2,lib/ansible/utils/collection_loader/_collection_finder.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,9,4,0,5,lib/ansible/errors/__init__.py,source,7,0,1,6,lib/ansible/errors/__init__.py,source
glm-4p5-10222025,GLM,instance_ansible__ansible-fb144c44144f8bd3542e71f5db62b6d322c7bd85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,8,5,0,3,detailed_debug.py,source,4,0,2,2,docs/docsite/rst/dev_guide/developing_modules_documenting.rst,config_doc
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-00bec1e7c8f3272c469a58e1377df03f955ed478-v13642507b4fc1f8d234172bf8129942da2c2ca26,6,5,0,1,test_comprehensive_validation.py,test,2,0,0,2,openlibrary/plugins/importapi/import_validator.py,source
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-09865f5fb549694d969f0a8e49b9d204ef1853ca-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,9,3,0,6,debug_markdown.py,source,6,0,3,3,openlibrary/macros/TableOfContents.html,config_doc
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,6,4,0,2,openlibrary/catalog/add_book/load_book.py,source,1,0,0,1,,none
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-123e6e5e1c85b9c07d1e98f70bfc480bc8016890-v2733ff199fb72f0d033a30dc62cb0a4742e3a7f4,6,3,0,3,reproduce_issue.py,source,2,0,0,2,scripts/affiliate_server.py,source
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,3,0,0,3,openlibrary/catalog/utils/__init__.py,source,3,0,0,3,openlibrary/catalog/add_book/match.py,source
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,8,4,0,4,openlibrary/catalog/add_book/match.py,source,4,0,0,4,openlibrary/catalog/add_book/match.py,source
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-2abe28b472ffed563a87cfe83685b161b35263b0-v13642507b4fc1f8d234172bf8129942da2c2ca26,1,0,0,1,,none,1,0,0,1,,none
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-2fe532a33635aab7a9bfea5d977f6a72b280a30c-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,1,0,0,1,,none,2,0,0,2,scripts/affiliate_server.py,source
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-3c48b4bb782189e0858e6c3fc7956046cf3e1cfb-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,1,0,0,1,,none,1,0,0,1,,none
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-3f580a5f244c299d936d73d9e327ba873b6401d9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,1,0,0,1,,none,3,0,0,3,openlibrary/core/edits.py,source
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,3,1,0,2,reproduce_issue.py,source,2,0,1,1,openlibrary/plugins/worksearch/schemes/works.py,source
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-431442c92887a3aece3f8aa771dd029738a80eb1-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,9,5,0,4,debug_unary.py,source,2,0,0,2,openlibrary/solr/query_utils.py,source
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-43f9e7e0d56a4f1d487533543c17040a029ac501-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,4,3,0,1,test_wikisource_edge_cases.py,test,1,0,0,1,,none
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26,4,2,0,2,test_wikidata_edge_cases.py,test,3,0,2,1,openlibrary/i18n/messages.pot,config_doc
glm-4p5-10222025,GLM,instance_internetarchive__openlibrary-53d376b148897466bb86d5accb51912bbbe9a8ed-v08d8e8889ec945ab821fb156c04c7d2e2810debb,3,0,0,3,openlibrary/catalog/add_book/load_book.py,source,4,0,0,4,openlibrary/catalog/add_book/load_book.py,source
